"No.","Nama Akun","Komentar","Kategori"
"5713","Vivit Wijayanti","yang dapet paling depan itu kesitu jam berapa ya... ","1"
"5714","Jajang Aar azhar","nntn d sini aja lah, mau kesana malah gatot.","1"
"5715","Rena Puspita","Barakallah Jogjaku :smiling_face_with_hearts:","1"
"5716","Nopita Putri","yg liat mba Reni SM dian suruh balik lagi ke toko, bakpia ne masih akeh","1"
"5717","GeroCoustic","plok teplok","1"
"5718","Kurniawan Fauzi","aku nonton depan sendiri","1"
"5719","arif ramadhan","buset ini depan rumah ku mau ke Indomaret rame bet jir macet :grinning_face_with_sweat:","1"
"5720","Susi Yati","baguuuss..Jogja istimewa","1"
"5721","Kaila Aminarta","nderek mangayubagyo dinten dumadining kutho ngayogyakarto hadiningrat","1"
"5722","Laily Nur Aziizah","mw ksna gada tmn","1"
"5723","Kodar Yati","aku nontn di depan sendiri sambil rebahan Sambil ngopi","1"
"5724","arif ramadhan","kampung ku itu Sumatra barat","1"
"5725","Faith Kinayaputri Pongpalilu","keren banget","1"
"5726","Novi","selamat ulangtahun jogja...semoga semakin maju dan warganya semakin sejahtera","1"
"5727","Devara Rasya2010","lagu nya enak banget","1"
"5728","Nurul Taylor","dari sisi timur ngak ada monitor jadi nya nonton penonton","1"
"5729","arif ramadhan","kampung di Sumatra Barat tinggal di Jogja udh resmi orang Jogja lahir di Jogja tapi asli orang Minang","1"
"5730","IT'S ME ARGA 27","Sudah mulai kah?","1"
"5731","ArjunaGWS",":hand-pink-waving:","1"
"5732","Laily Nur Aziizah","dari jam 4","1"
"5733","Osy Osy devan","Nonton lautan orang","1"
"5734","Nofee Azhar","salam buat Kak HARI di Wates....met istirahat:hand-pink-waving:","1"
"5735","Mulan Kwok","nonton live, sambil rebahan plus ngopi, wenaak","1"
"5736","Hana dkk kreator","selamat ulangtahun kota ku tercinta kota jogja adalah kota batik yang banyak wisatanya","1"
"5737","Prasetyo Adi 01","perbatasan hadir","1"
"5738","Adrian2012 ","baru urutan keberapa itu mas/mbak","1"
"5739","Desi Annisa","km adek mama bs pake :rolling_on_the_floor_laughing:","1"
"5740","DRYO Pokemon ","assalamualaikum","1"
"5741","Is Wahyudi","Jogja tetap istimewa","1"
"5742","Naomi Mahreen","cicii delok ra kii hhe","1"
"5743","arif ramadhan","kota batik kota pelajar bukanya","1"
"5744","Saka 25","selamat ulang taun jogja semoga tetap istimewa","1"
"5745","Senjatari Shop","jogja istimewa...bangga lahir, besar di kota pelajar, berbudaya","1"
"5746","Rena Puspita","Jogja kota ternyaman.. Jogja selalu istimewa.. sugeng ambal warso Jogjaku :smiling_face_with_hearts:","1"
"5747","Dwi Wahyu Utami","pengen nonton tapi males desek""an.. mana pasukan krucil q banyak lagi :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:","1"
"5748","Sunardi Jun","nonton lewat TV aja sambil ngmil","1"
"5749","WahyuArdie09","wah pas udah di Semarang malah ada HUT Jogja , sayang sekali","1"
"5750","DRYO Pokemon ","Ak nonton lewat tv sama hp","1"
"5751","Euis Nur Hasanah","Selamat ulang tahun Jogjaaa :smiling_face_with_hearts: Kota yang penuh kenangan buat aku. Terimakassiii:smiling_face_with_hearts:. Salam juga buat doi yang ada d jogja sukses dan semangat yaa :red_heart:","1"
"5752","Sunflower 🌻","kangen Jogja","1"
"5753","Kurniawan Fauzi","wes persiapan tepat sampah rung iki","1"
"5754","Romi","rame pol","1"
"5755","Muhamad Sukhin Annur","Selamat ulang tahun, Jogja :red_heart:","1"
"5756","Ahlan","isane delok seko omah","1"
"5757","eti agustina","Selamat Ulang Tahun kota Yogya.","1"
"5758","Yono Kuy","Ki Widodho Darmoko, drs publisistik & LKN JW TIMUR .... Mengucapkan $elamat DIRGAHAYU YOGYA","1"
"5759","Wildha Nisa","Gedongtengen urutan kbrp","1"
"5760","Ari Susilo","ponorogo hadir","1"
"5761","Sarman","lgi nginep dket tugu ksna sesek","1"
"5762","Raisah Aldera","luar biasa...:hand-pink-waving:","1"
"5763","dzikri elabdallah","mantap pengunjungnya ramai sekali.. sengaja datang dari tasikmalaya bersama keluarga","1"
"5764","arif ramadhan","Jogja hadir","1"
"5765","Reyka Zirlyroscn","suarane hilang","1"
"5766","UTD PMI Bantul","Nuwun kang/yu ngadmin,kami bisa tetep nonton tanpa meninggalkan tugas","1"
"5767","DRYO Pokemon ","Ak lagi nonton","1"
"5768","ristitalita",":shaking_face::shaking_face::shaking_face::shaking_face: bagus bgt","1"
"5769","Rangga Bima","bujang anom","1"
"5770","arif putra","rame lurr","1"
"5771","Manggon Sleman","sugeng ambal warsa kota jogja ku.. #bungjack","1"
"5772","Yati Ni","meh nonton lngsung wegah le uyek""an, taun wingi okeh sek pingsan, mesakne","1"
"5773","rizqinaraa","UWAWWWW","1"
"5774","Divaa Letifa","jam segini kesitu masih keliatan ga ya,atau kebagian macet doang","1"
"5775","Joehan Notonegoro","uyeeeeee:grinning_face_with_sweat:","1"
"5776","Agnes Istiani","Kebagian Macey ","1"
"5777","Angin Marlaut Nur","macet doang","1"
"5778","Vivit Wijayanti","orang2 udah pada dateng dari jam 4 sore mba","1"
"5779","Bernadinus Pandu","tribun, ada yang HD engga","1"
"5780","Agnes Istiani","Macettt ","1"
"5781","Vivit Wijayanti","kebagian macet aja jam segini kesituu","1"
"5782","Mas Uti Diary","macetcetcet","1"
"5783","arif ramadhan","buset macet bet dah lah ga jadi kesana mending ke bioskop aja :relieved_face:","1"
"5784","Julius Harry","Sugeng Ambal Warsa kagem Yogyakarta Best Wishes for land who I satnd till now :two_hearts:","1"
"5785","Supomo Pomo","rame bet","1"
"5786","Usie Rachindra","info parkir mobil di mana ngeh","1"
"5787","Angger","kenapa itu","1"
"5788","Yono Kuy","*LKN ... LEMBAGA KEBUDAYAAN NASIONAL Jawa timur ...... $ukes DIY & MERDEKA","1"
"5789","Agnes Istiani","Pengab banget pas dulu nonton 2023 ","1"
"5790","Aina Dyah","enak streaming aja dirumah sambil rebahan :face_with_tears_of_joy:","1"
"5791","Eko Mardiyanto","sudah pernah nonton yg thn 2022...thn skrg nonton via youtube wae hehe semoga jogja tetap istimewa","1"
"5792","Downee","Pemaine transit ngendi lek?","1"
"5793","Tiara Sinli002","ahhh jadi ingat lagunya","1"
"5794","DRYO Pokemon ","Enak meneh Nonton neng Hp karoan TV :grinning_face_with_smiling_eyes::beaming_face_with_smiling_eyes:","1"
"5795","YANZ16","nang kene ketok jelas","1"
"5796","Liya Halifah","jadi inget pas nonton thn 2022 helmku sampe ilang di parkiran :face_with_tears_of_joy:","1"
"5797","SUHARDI SUHARDI","Seru banget di ultah jogja","1"
"5798","GARIS HITAM OFFICIAL","streaming dari tangerang sukses selalu","1"
"5799","Usie Rachindra","info parkir mobil Ten pundi ngeh","1"
"5800","JaBRiX","keren keren","1"
"5801","Downee","Lakon opo iki?","1"
"5802","DRYO Pokemon ","Weh Apik men","1"
"5803","WahyuArdie09","streaming dr Semarang, kemarin waktu di Sleman gk tau kalo ada event HUT Jogja","1"
"5804","JaBRiX","le nyoting alon².di nikmati","1"
"5805","Supomo Pomo","bbagus","1"
"5806","Saka 25","nonton neng ngomah karo nopi eenake pol","1"
"5807","DRYO Pokemon ","Rrrrooooowwwwrrrrr","1"
"5808","arif ramadhan","masih mending mbak liya lah aku ketinggalan sama mas ku aku tersesat hampir saja ketemu saat aku ke tempat jajanan tanpa sama polisi :grinning_face_with_sweat::relieved_face:","1"
"5809","Downee","Lek nyuting bingung saking ramene","1"
"5810","Angin Marlaut Nur","info sampai jam brapa ya","1"
"5811","Joehan Notonegoro","YOGYAKARTA adalah Ibu Kota Kebudayaan","1"
"5812","mbak intun jogja","selamat ultah kota jogjakarta tercinta","1"
"5813","YANZ16","nenxt tahun ngarep nonton","1"
"5814","Merzy Dhafitha","pengen ndono tapi macet puolll","1"
"5815","Angger","yg lain mana","1"
"5816","Muhamad Kholil ludin","padet bangat eyyy","1"
"5817","Agusnur Pratikno","Alpien ada yg hadirkah","1"
"5818","tyas wahyuni","sugeng ambal warsa Yogyakarta :smiling_face_with_hearts:","1"
"5819","Puteri La Nina","HBDDD JOGZZZ, GIVEAWAY TIKETTTTT KERETAA BALEKK JOGZZ DONGG JOGZZ XIXIXI","1"
"5820","Rasya ","nonton disitu bisa masuk susah keluar!!","1"
"5821","Fransiska Santi","enakan streaming aja, sambil ngeteh:grinning_squinting_face:, pdhl dekat sama rumah","1"
"5822","Angger","penampilan yg inti nya mana","1"
"5823","Meysha nabilla putri","ga bisa nonton disana , dilive ajaa:grinning_face_with_big_eyes::grinning_face_with_big_eyes:","1"
"5824","made hendra","selamat ulang tahun jogja ku","1"
"5825","AXOLOTL","pengen kesana tapi tugas masih banyak :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:","1"
"5826","Triyantodhalim","wow","1"
"5827","Downee","Ojo do buang sampah sembarangan yo lek","1"
"5828","DRYO Pokemon ","Wong jowo seneng nonton ngeneki:person-turqouise-waving:","1"
"5829","Joehan Notonegoro","enak nonton langsung bisa jajan macem"" :face_with_rolling_eyes:","1"
"5830","Diaz AL Fatih","sama aku besok sekolah pengen sih","1"
"5831","Angger","la nungu berapa lama","1"
"5832","Yans","es es esss","1"
"5833","Triyantodhalim","sudah selesai tuh","1"
"5834","Yono Kuy","$elamat & $ukses DIY ....... uri uri kabudayan Nusantara. LKN ,, LEMBAGA KEBUDAYAAN NASIONAL","1"
"5835","Wahyuperdana Presdianto","Mantrijeron nomer berapa","1"
"5836","Shely triya Amanda","anak kost mending rebahan dari pada macet","1"
"5837","YANZ16","kemantren umbol harjo?","1"
"5838","DRYO Pokemon ","Bare kapan nggeh","1"
"5839","Eko Mardiyanto","acaranya sampe jam 22.00","1"
"5840","Maria Ambarwati","keren... kota kelahiranku... aku disini... Yogya pancen istimewa :thumbs_up::red_heart:","1"
"5841","Arif Mardian","salam dari papua","1"
"5842","Eri Nta",":face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:","1"
"5843","Gann","ini selesai blm","1"
"5844","Angger",":face-turquoise-covering-eyes:","1"
"5845","Rasya ","belum","1"
"5846","YANZ16",":hand-pink-waving:","1"
"5847","Arif Mardian","lahir besar di jogja. prantauan di papua","1"
"5848","AXOLOTL",":hand-purple-blue-peace:","1"
"5849","Kurniawan Fauzi","bubar","1"
"5850","Surt CH","jogja memang istimewa","1"
"5851","Angger",":face-purple-smiling-fangs:","1"
"5852","YANZ16",":body-green-covering-eyes::body-green-covering-eyes::body-green-covering-eyes:","1"
"5853","Gann",":hand-pink-waving::hand-pink-waving:","1"
"5854","Eri Nta",":face-blue-question-mark::face-blue-question-mark:","1"
"5855","Kirana Faida",".mending liat di live di sana rame","1"
"5856","wien pudji priyanto","mantaps seniman seniwati Jogja","1"
"5857","DRYO Pokemon ",":person-turqouise-waving::person-turqouise-waving::person-turqouise-waving::clock-turquoise-looking-up::face-orange-tv-shape:","1"
"5858","Adenaa","sholat duluu","1"
"5859","talitha maulinda","ini blom selesai kan ya","1"
"5860","Kirana Faida",":face-fuchsia-poop-shape:","1"
"5861","Angger",":penguin-blue-waving-tear:","1"
"5862","kayyie alomani ^___^ ","ini baru istirahat kan?","1"
"5863","PunthukWetan_Girimerto38","nan","1"
"5864","∆Taro and Oreo∆","sholat","1"
"5865","dwarfish chana chanel","kaum rebahan ndelok live wae. . timbang ra komanan tempat","1"
"5866","Romi","iya","1"
"5867","Angga Dwi santoso","dari GK nonton dari HP","1"
"5868","Gann","woi lamaa","1"
"5869","Zaw Rues","otw","1"
"5870","Ganesha kyandra kenzou","halo","1"
"5871","Ratna 96","acara utamanya belum kok","1"
"5872","Mira Octaviani","ternyata ada streamingnyaa","1"
"5873","mas fahri","baru mulai yakali selesai","1"
"5874","Rasya ","istirahat dulu kayaknya","1"
"5875","Reinata C","dah selesai kah?","1"
"5876","Farrel Aditya","kapan le mulai?","1"
"5877","Endang sw","ohh ini pada istirahat","1"
"5878","talitha maulinda","lagi istirahat ya","1"
"5879","PHB GRUP","males jalannya jauh dari parkiran motor","1"
"5880","Farrel Aditya","males liat ke lokasi wkwkwk","1"
"5881","Muhamad Kholil ludin","jogja kota penuh kangenin","1"
"5882","Adenaa","sholatt","1"
"5883","Anti Anti","gunung kidul hadir","1"
"5884","Nye Mit","selamat dan sukses selalu untuk Jogja","1"
"5885","Rohim evos2122","pada ke situ ga?","1"
"5886","Endang sw","sampe jam berapa sih?","1"
"5887","Antonia Lestari","Yogyakarta memang istimewa selamat ulang tahun:partying_face::partying_face::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:","1"
"5888","Mr. Royal","Setahu saya, #9 itu dibaca “ke-9”, bukan hastag 9. Atau memang ada kaidah/aturan baru bahasa Indonesia?","1"
"5889","DRYO Pokemon ",":face-orange-tv-shape::clock-turquoise-looking-up::buffering::buffering::buffering::buffering::yt::shelterin::hydrate:","1"
"5890","astutilestari aquarius","Jogja memang istimewa. bangga Jogja,bangga indonesia","1"
"5891","mas fahri","naik heli lihat dari atas boleh ga","1"
"5892","Andhika putra",":elbowcough::elbowcough::elbowcough::face-purple-crying:","1"
"5893","mikhailaluvenaagrisya",":face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:","1"
"5894","Ganesha kyandra kenzou","aku sambil buka tv","1"
"5895","sumartana martana","ini yang keberapa?","1"
"5896","Noval Aditya","Sleman hadir","1"
"5897","Reinata C","istirahat po?","1"
"5898","Rozi Priambudi","nyimak seko karawang","1"
"5899","Reno ","bangka belitung hadir","1"
"5900","Adenaa","dr jm 6 smpe jam 1p","1"
"5901","mas fahri","iya","1"
"5902","Salma nur fadila","sek wong jogja asli mah ra delok mergo rame wkwk","1"
"5903","Endang sw","ini yang ke 268","1"
"5904","Rohim evos2122","berbah","1"
"5905","al- GOZAli","ini Kayanya Nunggu selesai adzan","1"
"5906","Faith Kinayaputri Pongpalilu","kira² lanjutnya kapan?","1"
"5907","tahansabar","lamanya","1"
"5908","DRYO Pokemon ","Persiapan","1"
"5909","Rohim evos2122","kiumpul yuk kita otw bareng","1"
"5910","Gann","pusing nonton di mobil","1"
"5911","Pangeran","dari kost cuma 3 menit jalan kaki tp males mau keluar hehe","1"
"5912","al- GOZAli","atau istirahat mungkin?","1"
"5913","Ganesha kyandra kenzou","wah sangat Bagus","1"
"5914","Rasya ","sabar guysss","1"
"5915","PHB GRUP","bener wong jogja malah nengumah wae pie ki","1"
"5916","27.Qanita Sadjidah","Sleman hadir menonton HUT Jogja.","1"
"5917","Rangga Bima","selamat ultah Jogja, mugi2 UMR e ditambah Karo TPA mulai dipikir nek pengen tambah maju wisatane, wes kangelan mbuang sampah kie masyarakat Jogja","1"
"5918","Joehan Notonegoro",":elbowcough:siap siap","1"
"5919","Akif Saddan","kok suwi mas","1"
"5920","Boy Valerie","sek asli wong jogja milih nonton live streaming ae karo ngopi ayem wes :rolling_on_the_floor_laughing:","1"
"5921","Adenaa","@al-GOZali betull","1"
"5922","Reno ","nunggu sholat kayaknya","1"
"5923","Azam Fauzan","met ultah jogja, love jogja and you :smiling_face_with_heart_eyes:","1"
"5924","Gann","Rasya regita","1"
"5925","Rasya ","yang kemarin aku nonton gabisa keluar","1"
"5926","Aprilia Wulan Sari",":eyes-purple-crying:","1"
"5927","Reinata C","kapan ya mulai lagi?","1"
"5928","Joehan Notonegoro","Shalat woyyyy chats stops","1"
"5929","Aprilia Wulan Sari","uui","1"
"5930","Boy Valerie","ISTIRAHAT SHOLAT","1"
"5931","DRYO Pokemon ","Gas","1"
"5932","jeki rahmat","bisa masuk keluar susah","1"
"5933","Cyrilla Anindya","sedihnya ga di bolehin nntn lgsg","1"
"5934","Saka 25","gatak hadir","1"
"5935","Aprilia Wulan Sari","sebentar lagi","1"
"5936","Sanggar Busana Listyani","LOVE JOGJA AND YOU :smiling_face_with_heart_eyes:","1"
"5937","Adenaa","setelah sholat isya","1"
"5938","Ganesha kyandra kenzou","selamat ulang tahun kota Jogja","1"
"5939","Aprilia Wulan Sari","lagi nyeritain","1"
"5940","NALAAAA","tinggal di Pakualaman tp tetep milih nonton di yt daripada ke yt wkwkwkkw","1"
"5941","Umarul Faruq","we lungguh","1"
"5942","dwarfish chana chanel","kaum rebahan liat live ajahhh timbang macet2","1"
"5943","Joehan Notonegoro","habis itu capcus","1"
"5944","nananina","aku sng asli jogja arep ndelok tp rasido mrgo rame","1"
"5945","Annisa Primadani","selamat ulang tahun Yogyakarta semoga Jogja makin jaya dan sukses kota nya","1"
"5946","Detia aja","biasanya JM 8 bar sholat Isyak kk mulai nya","1"
"5947","Umarul Faruq","yg di depan duduk dong","1"
"5948","Rangga Bima","isoma","1"
"5949","dikaanggitasari","Yang dekat aja malas keluar, mendi g nonton gini nggk uyek2an..","1"
"5950","Nayla azza Finurian","ga bisa berangkat soalnya sekolah :loudly_crying_face::loudly_crying_face:","1"
"5951","Duwi lestari","kok di tv ga ada","1"
"5952","Annisa Primadani","baru ini gue ntn siaran langsung biasa dtang nonton langsung kerja kehalangan kerjaan masuk siang","1"
"5953","DRYO Pokemon ","Di tv ada ko","1"
"5954","Aprilia Wulan Sari","Yailah","1"
"5955","Rasya ","males desak""an banyak yg pingsan","1"
"5956","Tria aja","met ultah jogjaku:partying_face:","1"
"5957","Annisa Primadani","sukses trus untuk Yogyakarta","1"
"5958","Agrista Normalita","Di TV ada kak","1"
"5959","Tata FT","rumah deket tp nntn di Youtube :grinning_face_with_sweat::grinning_face_with_sweat:","1"
"5960","Duwi lestari","chenel ap","1"
"5961","Nafisko Jaswayoga","tv mana kak","1"
"5962","Ganesha kyandra kenzou","kapan mulai","1"
"5963","Rafly syahbani","lama bgt buset","1"
"5964","Reinata C","HBD Jogjaa, semoga makin sukses kotanya yaa:partying_face:","1"
"5965","remukan astor","pong","1"
"5966","Salma nur fadila","kemarin nonton rame bngt raiso obah blas mana raketok, sekarang cari aman nonton live ","1"
"5967","Awang Irawan","menyala wangun dab :fire::fire::fire:","1"
"5968","Wartiyem","hadir","1"
"5969","DRYO Pokemon ","Emng banyak yg pingsan:finger-red-number-one:","1"
"5970","remukan astor","ping","1"
"5971","sumartana martana","ini yang beberapa yaaaa?","1"
"5972","Devara Rasya2010","live tiktok ada gak","1"
"5973","Boy Valerie","sabar","1"
"5974","Adenaa","@Tara FT betull kak","1"
"5975","remukan astor","pong","1"
"5976","jojo","tv canel mana kak","1"
"5977","アニン 💕","kok berhenti live nya","1"
"5978","remukan astor","ping","1"
"5979","remukan astor","pong","1"
"5980","Annisa Primadani","adzan dulu biasa baru mulai lagi","1"
"5981","Raditya ","penonton ribet","1"
"5982","Devara Rasya2010","pada. sholat","1"
"5983","Raditya ","pada ga tertib","1"
"5984","Abimanyu Putra wijaya","kok gk mulai²","1"
"5985","Aira mariska Setiawan","lama ya","1"
"5986","Adenaa","@Jojo tribun news ya","1"
"5987","Agrista Normalita","Channel klo aku masih pake TV Tabung kak.. TV Sangaji & JiTV","1"
"5988","Isnandar","gunungkidul hadir , , sukses terus jogjaku","1"
"5989","saryanto saryanto","mana nih","1"
"5990","Sunflower 🌻","Jogja jadi tempat yang mempertemukan kita :face_with_hand_over_mouth:","1"
"5991","Choirul Ardian syah dian","pada ngak sabar","1"
"5992","Devara Rasya2010","lagi sholat ya sabar","1"
"5993","Maulidyah Raissa","MASI LAMA YAAA PENGEN KESANA GAADA YG NGANTERRRR UHUHUHU","1"
"5994","Aira mariska Setiawan",":hand-pink-waving::hand-pink-waving:","1"
"5995","Salma nur fadila","ini sampe jam berapa ya?","1"
"5996","Boy Valerie","kok ra ono sek ngomong jowo iki","1"
"5997","Choirul Ardian syah dian","tunggu baru solat itu","1"
"5998","Boy Valerie","sek do nonton wong ndi wae iki","1"
"5999","Ganesha kyandra kenzou","jangan lupa subscribe Tribun Jogja","1"
"6000","Salma nur fadila","aku ngomong jowo mas","1"
"6001","Choirul Ardian syah dian","yws","1"
"6002","29. Chilla","menyala jogjaku","1"
"6003","Hanna Cantik","daripada desak desakan wes nonton live nya aja","1"
"6004","DRYO Pokemon ","Sabar ok","1"
"6005","Ade Rizky Rahmawati","Jogja","1"
"6006","Aira mariska Setiawan","lagu nya canduuu, wjnc:shelterin::shelterin:","1"
"6007","Sunflower 🌻","dirgahayu Jogja, sekoga maslaah sampah lekas teratasi :smiling_face_with_hearts: with love","1"
"6008","Shely triya Amanda","@Salma nur fadila podo mba wkwk","1"
"6009","Choirul Ardian syah dian","panjenengan Takon","1"
"6010","Dwi Cahya","halo Kawan","1"
"6011","アニン 💕","tasih ndangu nggih dulur","1"
"6012","Devara Rasya2010","nanti mulai lagi tenang aja","1"
"6013","Wiyati 2020","lama","1"
"6014","Fatwa Rohani","Mc ne kok ga pake basa jawa yaaa","1"
"6015","Duwi lestari","di tv chenel ap","1"
"6016","Boy Valerie","takon dab","1"
"6017","Aprillia Suprapti","pengen nonton langsuuuuunggg","1"
"6018","Maulidyah Raissa","pengen liat woilaaa kajabakajabkaljaj","1"
"6019","roma dhoning","kapan mulai","1"
"6020","Veronica Wulan","kok lama buwanget","1"
"6021","Choirul Ardian syah dian","turu penak","1"
"6022","arif ramadhan","mbuh@boy Valeria","1"
"6023","Kav","ning kene ga ono klitih kan?","1"
"6024","Adenaa","@Duwi lestari tribun news kak","1"
"6025","Syeh Beabeu","mulai jam piro iki arep adus sek","1"
"6026","bebek sarib ","eyay","1"
"6027","DRYO Pokemon ","Hallo siapa yg liat langsung di Jogja","1"
"6028","Chika Nuraeni","adanya live streamingdi youtub gak ada ditv","1"
"6029","Yustin Safrilia","Jogja :red_heart:","1"
"6030","Boy Valerie","klitih e wes tak sikat","1"
"6031","Ganesha kyandra kenzou","selamat HUT Jogjakarta ku","1"
"6032","IAN IAN","halo","1"
"6033","Aira mariska Setiawan","sampe apal lagunyaaa:face-red-smiling-live::face-red-smiling-live:","1"
"6034","Salma nur fadila","wong bantul ono ra kii","1"
"6035","Kav","mantap bou","1"
"6036","Devara Rasya2010","ora ono klithih","1"
"6037","Chepeter Tv","aku klitih e mas wkwk","1"
"6038","Maulidyah Raissa","PENGEN LIAT LNGSNG BESSSS","1"
"6039","smpmuhberbah","yoGYA BISA LIHAT DI jitv","1"
"6040","Kav","klitih e sikaten sek","1"
"6041","Abimanyu Putra wijaya","selamat ulabg tahun yogyakarta","1"
"6042","Clara Manis","kapan ini mulai??","1"
"6043","Syeh Beabeu","wes mulai lek","1"
"6044","PunthukWetan_Girimerto38","halah ora iso metu iki....","1"
"6045","Ganesha kyandra kenzou","mantap lagunya :thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:","1"
"6046","Maulidyah Raissa","UDAH MULAIIIIII???????","1"
"6047","Aris pongge","kon nyiarke tv mbokan, sinyalku ruwet e","1"
"6048","Ecka Yuli","mantapppp","1"
"6049","Boy Valerie","0 klitih pokoke jogja ISTIMEWA","1"
"6050","Detia aja","sudah mulai kk","1"
"6051","Agrista Normalita","Di TV ada kak.. klo TV nya masih Tabung : JiTV & Sangaji TV","1"
"6052","Rian Ananto","halo lek kulon progo hadir iki","1"
"6053","al- GOZAli","WEDEHHH","1"
"6054","Kav","nek ning tengah kono meh ngiseng ndak jeh saget?","1"
"6055","Guntur Kurniyanto","kpn ini ?","1"
"6056","Maulidyah Raissa","mesti nek kesana ya desak desak an ya","1"
"6057","Tri Nawarti","sesok","1"
"6058","Boy Valerie","ngising o rapopo mas","1"
"6059","Mareta Wulandari","live streming mah ceto","1"
"6060","Agrista Normalita","Disiarkan di TV kak","1"
"6061","Kav","ono nggone ? wedi ra iso metu","1"
"6062","Fendi 712","ngising terus mas","1"
"6063","Supri yadi","semoga jogja tetep istimewa","1"
"6064","Reyka Zirlyroscn","acara kayak gini selesainya jam berapa ?","1"
"6065","Agrista Normalita","Live atreaming juga bisa","1"
"6066","Aziz Gagap Gagap","enek gon klekaran ra lik?","1"
"6067","Veronika Vania","lamaa bngtt","1"
"6068","DRYO Pokemon ","Ke satria:elbowcough:","1"
"6069","NB Music Audio","sik nyanyi sopo","1"
"6070","Boy Valerie","di surung ben metu","1"
"6071","Guntur Kurniyanto","ad pamerannya jg kah","1"
"6072","Fendi 712","ututu selamat jogja","1"
"6073","Walking daily","mantap jogja","1"
"6074","Maulidyah Raissa","MAU LIAT LANGSUNGG:pensive_face:","1"
"6075","umi hanik joss","acara sampai jam berapa ya?","1"
"6076","adadehhh","KEREENNN","1"
"6077","Kav","klekaran ning parkiran mas","1"
"6078","Reinata C","kapan ya?","1"
"6079","Abimanyu Putra wijaya","di tv udh mulai lagi kok disini blm","1"
"6080","Reinata C","dah nunggu nih","1"
"6081","Boy Valerie","asline mau meh budal nonton langsung , tp males rame bgt","1"
"6082","Kav","suangar, anakku ono ning kono masss","1"
"6083","Dedek Okta","jam 12 lebih biasanya bru kelar. tahun kemarin sampai jm 1an","1"
"6084","Kav","sing mubeng mubeng","1"
"6085","Ratna 96","di tv disiarin di channel apa bolo?","1"
"6086","DRYO Pokemon ","Gatot kaca","1"
"6087","Maulidyah Raissa","aku boleh terbang ga si?, biar bisa liat:loudly_crying_face::loudly_crying_face::loudly_crying_face:","1"
"6088","YANZ16","malas nonton rame ra ketok","1"
"6089","Kav","penjaga klitih siap mengamankan","1"
"6090","ElVIS official","itu di mana","1"
"6091","umi hanik joss","baik terimakasih infonya @dedek okta","1"
"6092","Fendi 712","sini ka terbang liat langsung","1"
"6093","Boy Valerie","males e nek kebelet ngising bingung neng nggon rame","1"
"6094","Kav","ing tugu","1"
"6095","Devara Rasya2010","enak. seko omah","1"
"6096","Sri Harini","salam dari SD Joanes bosco","1"
"6097","Keysha Brilliant","liat di live aja,dulu pernah nonton anak² malah pada nangis","1"
"6098","dwarfish chana chanel","sinyL pada mati gag disana.. ..","1"
"6099","Anaksehat Kuat","jogja istimewa","1"
"6100","Agrista Normalita","Di TV channel : Sangaji TV & JiTV kak","1"
"6101","Kav","makane kui, nek ngiseng angel kuiii","1"
"6102","YANZ16","gedang goreng mesti eneng nong kono","1"
"6103","Wahyuperdana Presdianto","sinyal lancarr","1"
"6104","al- GOZAli","loh","1"
"6105","Maulidyah Raissa","IKLANNNNNN","1"
"6106","al- GOZAli","cepet mem","1"
"6107","Aira mariska Setiawan",":face-fuchsia-flower-shape::face-fuchsia-flower-shape::face-fuchsia-flower-shape:","1"
"6108","Reyka Zirlyroscn","kemarin liburan ke jogja. mau ke penginapan parangtritis takut ada klitih padahal pake mobil :grinning_face_with_smiling_eyes:","1"
"6109","Agrista Normalita","Di TV tabung channel : Sangaji TV & JiTV kak","1"
"6110","Boy Valerie","penak nonton ngene ya","1"
"6111","al- GOZAli","Cepet Men","1"
"6112","AXOLOTL","IKLAANNNNN LAGII","1"
"6113","Padmono Haryanto","NONTON...SEKO CIBINONG","1"
"6114","Kav","sabarrrooooo","1"
"6115","Agrista Normalita","Di TV channel : Sangaji TV & JiTV kak","1"
"6116","AXOLOTL","hah","1"
"6117","AXOLOTL","iklan lagiiiiiiii","1"
"6118","Kav","kalau klitih jarang di mobil kak","1"
"6119","Ratna 96","oke makasi..","1"
"6120","DRYO Pokemon ","Wow","1"
"6121","Boy Valerie","sing ra sabar budal o langsung rasah nonton live streaming","1"
"6122","Detia aja","lah kok cepet men","1"
"6123","indro suwarsono","nek ragelem","1"
"6124","Rini New","Selamat Ulang Tahun Yogya","1"
"6125","Kav","kalem","1"
"6126","Aris pongge","tvri kon nyiarke dap sik gampang golekane","1"
"6127","Psim Sleman","sel","1"
"6128","metta genta","gayeeeng mesti iki","1"
